,lon,lat
2596,-2.6325074,53.5450645
2597,-2.992494,53.04304
2598,-1.0872979,53.9599651
2599,-84.0371659,41.8975471
2600,-81.5190053,41.0814447
2601,-73.8732714,42.7918028
2602,-106.6055534,35.0853336
2603,-92.4451371,31.3112936
2604,-85.8553031,42.5291989
2605,-75.4365016,40.6529413
2606,-78.3947359,40.5186809
2607,-149.9002778,61.2180556
2608,-85.6802541,40.1053196
2609,-83.7430378,42.2808256
2610,-88.4153847,44.2619309
2611,-82.5514869,35.5950581
2612,-85.8360741,33.2737256
2613,-82.1012554,39.3292396
2614,-84.5929898,35.4428512
2615,-83.357567,33.9519347
2616,-84.4642696,33.888116
2617,-74.4229266,39.3642834
2618,-82.0105148,33.4734978
2619,-69.6529268,44.5201866
2620,-97.7241766,30.4531629
2621,-119.0187125,35.3732921
2622,-76.6019125,39.4014955
2623,-89.7442906,43.4710944
2624,-91.1403196,30.4582829
2625,-108.0250738,39.441367
2626,-83.8888647,43.5944677
2627,-88.837329,43.4577692
2628,-122.4781473,48.74908
2629,-73.1967741,42.8781345
2630,-86.8050992,33.400235
2631,-118.3996636,37.3614238
2632,-100.7837392,46.8083268
2633,-86.5263857,39.165325
2634,-81.6745517,36.216795
2635,-71.1336295,42.3551583
2636,-105.2705456,40.0149856
2637,-86.4808043,36.9685219
2638,-94.2020084,46.3526733
2639,-122.6388241,47.5715506
2640,-73.2846525,41.1411562
2641,-112.0155015,41.5102129
2642,-83.4643551,35.4328955
2643,-79.4377991,36.0956918
2644,-73.1452091,44.5063279
2645,-119.0541032,43.5862606
2646,-112.5347776,46.0038232
2647,-85.4011619,44.2519526
2648,-76.0788292,38.5631744
2649,-79.7453163,35.2951421
2650,-81.4548753,40.8186063
2651,-81.9228923,26.5587825
2652,-119.7674034,39.1637984
2653,-91.6656232,41.9778795
2654,-81.6326234,38.3498195
2655,-79.9748103,32.8546197
2656,-80.9630623,35.0378188
2657,-78.4766781,38.0293059
2658,-85.3096801,35.0456297
2659,-104.8202462,41.1399814
2660,-88.1291089,41.7745245
2661,-121.8374777,39.7284944
2662,-84.3729152,39.4494536
2663,-80.3445341,39.2806451
2664,-87.3594528,36.5297706
2665,-122.6263728,38.9582307
2666,-82.0810755,41.3762781
2667,-90.1887379,41.8444735
2668,-104.8213634,38.8338816
2669,-81.0348144,34.0007104
2670,-87.0352831,35.6150716
2671,-84.9877094,32.4609764
