"","lon","lat"
"421",-85.3863599,40.1933767
"422",-91.0432051,41.424473
"423",-122.286865,38.2975381
"424",-86.7811895,35.8994797
"425",-85.3702476,39.928935
"426",-73.064036,41.2306979
"427",-90.2044525,29.9845296
"428",-73.8401957,40.762039
"429",-86.4453551,42.1043594
"430",-110.9342532,31.3403775
"431",-72.0759105,41.5242649
"432",-73.8536398,40.8711857
"433",-83.1207313,38.4289683
"434",-79.2902133,36.3860217
"435",-93.8655303,37.7031209
"436",-80.0881194,34.7359889
"437",-105.4068079,43.0489425
"438",-103.5988057,43.7666507
"439",-91.3454214,42.4752682
"440",-102.72602,47.2121625
"441",-73.9883146,40.7183389
"442",-109.0675916,47.3318294
"443",-68.2537463,44.5291357
"444",-77.4213614,36.3895976
"445",NA,NA
"446",-76.1319953,39.2713804
"447",-93.1241816,45.1001563
"448",-113.6197746,44.8515919
"449",-100.4152368,46.8236143
"450",-100.7109688,47.4905538
"451",-95.2025451,43.4412741
"452",-95.3102505,37.6045688
"453",-92.1543675,46.6593253
"454",-78.52065,38.6301331
"455",-107.8777779,48.4519289
"456",-105.5346557,45.2968361
"457",-73.760683,40.7352141
"458",-106.444746,46.2744424
"459",-109.7591675,42.8138723
"460",-90.3648525,42.0844668
"461",-112.0179224,41.2121373
"462",-97.5164276,35.4675602
"463",-95.817993,41.2183637
"464",-81.4088575,28.2945548
"465",-87.1111676,37.7719074
"466",-119.0451827,34.1598165
"467",-88.6000478,37.0833893
"468",-81.555488,39.2637209
"469",-88.5561272,30.3657552
"470",-75.1463633,39.9480754
"471",-112.0385602,33.6648835
"472",-82.5187629,37.4792672
"473",-79.9958864,40.4406248
"474",-73.2453824,42.4500845
"475",-112.4455344,42.8713032
"476",-122.668833,45.567732
"477",-120.4691034,39.8104567
"478",-82.9976742,38.7317431
"479",-74.41151,41.469826
"480",-120.8344664,44.2998485
"481",-71.4273932,41.8220583
"482",-111.6926267,40.2860059
"483",-104.6091409,38.2544472
"484",-120.9471764,39.9368363
"485",-78.7925119,35.8178666
"486",-103.2310149,44.0805434
"487",-75.9268747,40.3356483
"488",-122.3916754,40.5865396
"489",-119.8162186,39.5169339
"490",-77.4360481,37.5407246
"491",-84.2594969,37.6921707
"492",-117.6508876,34.0633443
"493",-79.9414266,37.2709704
"494",-92.4801989,44.0121221
"495",-77.6109219,43.16103
"496",-70.4931557,44.1317459
"497",-72.9726065,43.6106237
"498",-121.3897882,38.6526125
"499",-121.6555013,36.6777372
"500",-80.4742261,35.6709727
"501",-111.8910474,40.7607793
"502",-120.6804872,38.1960298
"503",-98.4936282,29.4241219
"504",-117.212511,33.1330602
"505",-122.2319517,37.7769785
"506",-122.0528204,37.3253153
"507",-120.6545022,35.6368759
"508",-82.810138,32.9815431
"509",-79.1802994,35.4798757
"510",-119.8398835,34.4271935
"511",-121.7568946,36.910231
"512",-122.8214738,38.3987853
"513",-84.3453169,46.4952996
"514",-75.6110381,38.6412256
"515",-122.3267902,47.6156568
"516",-106.9561791,44.7971939
"517",-109.5168458,31.4315123
"518",-107.113103,41.7749592
"519",-96.4003069,42.4999942
"520",-96.7311034,43.5445959
"521",-84.6041084,37.0920222
"522",-86.1679894,41.6553952
"523",-81.9320482,34.9495672
"524",-117.4260466,47.6587802
"525",-72.589811,42.1014831
"526",-93.2922989,37.2089572
"527",-82.0645611,35.9154007
"528",-94.1632404,45.5579451
"529",-94.846681,39.7674578
"530",-90.1994042,38.6270025
"531",-77.8600012,40.7933949
"532",-121.2907796,37.9577016
"533",-91.5526281,34.5003748
"534",-76.1474244,43.0481221
"535",-86.2516406,33.1731716
"536",-84.2807329,30.4382559
"537",-82.6800314,28.0373419
"538",-87.4139092,39.4667034
"539",-94.0740852,33.4126096
"540",-80.1064529,35.8824681
"541",-83.555212,41.6639383
"542",-95.6890185,39.0558235
"543",-73.1211715,41.8003049
"544",-74.8175643,40.2615209
"545",-110.926479,32.2217429
"546",-95.992775,36.1539816
"547",-87.5691735,33.2098407
"548",-123.2077831,39.1501709
"549",-83.2784851,30.8327022
"550",-121.9280928,38.2562125
"551",-76.2891142,36.8577154
"552",-119.4035293,36.3380763
"553",-83.624201,32.6130007
"554",-77.0090505,38.8899389
"555",-92.4353707,42.5203941
"556",-97.1150732,44.8994088
"557",-80.5299206,40.3958005
"558",-113.5415936,33.8225302
"559",-80.7209149,40.0639616
"560",-97.330053,37.6871761
"561",-103.6179745,48.1469683
"562",-77.9447102,34.2257255
"563",-78.1633341,39.1856597
"564",-91.6663523,44.0553908
"565",-80.244216,36.0998596
"566",-71.8022934,42.2625932
"567",-120.5058987,46.6020711
"568",-80.6632103,41.0799329
"569",-122.6344708,41.7354186
"570",-114.6276916,32.6926512
"571",-56.1645314,-34.9011127
"572",-66.9036063,10.4805937
